-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,
Location: latitude  39.3392   longitude -95.7218 ,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS10M
2019,1,11,0.57,12.64,95.97,0.58,3.76
2019,1,12,0.75,4.26,94.23,-1.41,6.02
2019,1,13,0.62,0.01,90.79,-2.33,3.22
2019,1,14,0.56,0,95.1,-2.46,3.55
2019,1,15,0.63,0,96.19,-1.42,4.05
2019,1,16,0.64,0.26,92.22,-1.6,3.26
2019,1,17,0.81,0.04,90.28,-1.43,2.61
2019,1,18,0.48,4.04,93.92,-1.12,6.51
2019,1,19,2.52,0.15,80.03,-9.55,9.19
2019,1,20,2.03,0.01,78.41,-9,4.05
2019,1,21,1,0.05,87.69,-4.44,9
2019,1,22,0.74,8.79,93.72,-1.27,7.35
2019,1,23,2.91,0.12,89.38,-6.48,4.93
2019,1,24,3.02,0,80.97,-7.47,6.48
2019,1,25,1.84,0,87.14,-7.01,5.39
2019,1,26,2.63,0,88.03,-1.43,4.26
2019,1,27,2.4,0.02,86.49,-1.14,5.16
2019,1,28,3.11,0.53,72.82,-3.83,9.61
2019,1,29,2.29,0,70.63,-9.08,6.15
2019,1,30,2.17,0.24,68.84,-17.97,3.29
2019,1,31,2.93,0,84.8,-9.32,3.5
2019,2,1,3.23,0,93.26,-0.94,3.54
2019,2,2,1.25,0,97.92,6.23,5.87
2019,2,3,2.04,0,91.32,12.46,8.3
2019,2,4,3.37,0,77.79,-2.02,7.81
2019,2,5,0.69,0,79.82,-5.66,4
2019,2,6,0.98,0.5,82.12,-6.87,4.92
2019,2,7,3.18,1.84,67.54,-11.11,9.29
2019,2,8,4.16,0,74.07,-12.29,3.29
2019,2,9,2.59,0,81.68,-7.01,5.88
2019,2,10,1.1,1.22,92.31,-1.12,3.91
2019,2,11,0.55,7.81,95.2,-1.37,5.41
2019,2,12,4.17,0.01,80.11,-3.21,6.56
2019,2,13,3.25,0,80.07,-0.58,4.44
2019,2,14,3.34,0,80.54,-0.63,7.63
2019,2,15,0.82,3.75,79.63,-10.52,5.71
2019,2,16,2.61,1.66,86.87,-8.1,3.83
2019,2,17,2.66,0.05,86.41,-5.89,5.82
2019,2,18,3.63,0.01,89.82,-7.92,3.77
2019,2,19,2.27,5.1,90.53,-5.58,5.58
2019,2,20,2.93,0.79,85.56,-2.73,5.56
2019,2,21,3.39,0,79.67,-2.49,3.62
2019,2,22,1.87,6,88.96,-1.22,5.57
2019,2,23,1.09,14.4,94.27,0.26,6.44
2019,2,24,4.86,0,79.5,-5.09,7.31
2019,2,25,4.81,0.02,86,-7.83,4.94
2019,2,26,1.84,0.06,88.64,-6.79,4.48
2019,2,27,3.47,0.01,82.22,-8.94,6.73
2019,2,28,4.1,0,80.9,-7.36,2.56
2019,3,1,3.92,0,84.62,-3.21,3.05
2019,3,2,3.98,0.09,81.88,-6.22,6.64
2019,3,3,4.59,1.95,73.73,-12.6,8.14
2019,3,4,5.67,0,81.58,-13.65,5.43
2019,3,5,5.5,0,82.03,-10.31,5.77
2019,3,6,3.69,0,79.72,-4.71,3.97
2019,3,7,2.92,0.08,82.13,0.39,6.13
2019,3,8,1.75,0.56,92.33,2.36,3.89
2019,3,9,1.35,9.18,86.84,4.18,9.42
2019,3,10,4.62,0,72.82,0.41,4.08
2019,3,11,5.28,0,72.34,2.49,2.69
2019,3,12,0.92,9.29,94.74,7.3,6.12
2019,3,13,2.81,12.1,83.47,11.95,11.34
2019,3,14,0.88,0.75,78.18,3.31,11.38
2019,3,15,5.83,0,65.4,2.49,6.76
2019,3,16,5.89,0,64.81,4.87,4.63
2019,3,17,4.87,0,74.64,2.75,2.81
2019,3,18,5.75,0.02,68.6,4.25,2.41
2019,3,19,2.39,8.48,86.78,5.36,4.74
2019,3,20,5.12,0.08,78.23,6.29,5.58
2019,3,21,6.21,0,73.06,5.82,3.66
2019,3,22,5.73,0,69.02,8.67,2.93
2019,3,23,1.58,1.36,88.64,9.15,5.72
2019,3,24,2.07,0.12,89.12,9.74,5.01
2019,3,25,3.46,0.01,84.25,8.28,4.31
2019,3,26,5.22,0,79.9,8.77,3.33
2019,3,27,3.9,0.01,79.41,13.29,8.28
2019,3,28,0.59,17.76,92.11,12.02,4.89
2019,3,29,0.66,20.62,90.13,5.82,6.82
2019,3,30,4.08,3.73,73.64,1.8,7.79
2019,3,31,6.31,0,66.81,1.02,3.07
2019,4,1,6.37,0,68.83,4.99,5.41
2019,4,2,4.97,0.14,75.16,6.38,3.42
2019,4,3,3.28,0.66,77.21,10.45,5.23
2019,4,4,2.09,0.88,92.99,11.16,2.29
2019,4,5,4.8,0.05,86.02,12.65,4.11
2019,4,6,5.13,14.05,83.64,15.69,5.49
2019,4,7,5.42,0.87,83.2,16.63,4.77
2019,4,8,7,0,68.37,16.78,3.77
2019,4,9,6.14,0,72.03,16.53,4.89
2019,4,10,4.65,0.02,78.15,18.76,7.1
2019,4,11,3.24,0.04,65.11,7.64,9.92
2019,4,12,7.27,0,61.82,3.81,7.9
2019,4,13,5.65,0,64.03,5.5,4.53
2019,4,14,7.42,0,67.27,7.06,4.19
2019,4,15,6.6,0,71.81,14.05,6.27
2019,4,16,6.73,0,80.53,18.38,5.17
2019,4,17,3.5,0.86,80.73,18.32,6.85
2019,4,18,5.93,2.43,72.98,11.15,6.73
2019,4,19,7.42,0,65.19,10.51,4.9
2019,4,20,7.58,0,62.11,14.9,4.69
2019,4,21,6.49,0.22,70.74,19.34,9.03
2019,4,22,5.11,1.7,78.87,17.06,5.83
2019,4,23,2.32,0.3,85.1,10.43,2.67
2019,4,24,5.74,0.36,77.54,14.27,1.71
2019,4,25,5.46,0.01,78.26,14.17,5.51
2019,4,26,7.1,0,60.95,14.09,3.99
2019,4,27,5.97,0.28,73.61,11.82,8.37
2019,4,28,4.3,4.36,79.38,8.06,6.19
2019,4,29,4.66,23.17,75.93,13.7,6.08
2019,4,30,0.98,35.29,90.96,12.42,4.96
2019,5,1,2.65,7.35,84.95,12.44,3.32
2019,5,2,6.03,0.88,74.9,11.6,4.42
2019,5,3,3.23,0.93,85.42,11.93,2.49
2019,5,4,7.46,0.17,76.45,14.45,1.84
2019,5,5,7.15,2.37,77.57,16.55,4.54
2019,5,6,5.93,29.27,87.12,18.04,3.02
2019,5,7,2.22,33.37,94.19,15.94,5.07
2019,5,8,3.84,17.22,87.11,16.7,7.55
2019,5,9,2.57,2.08,77.71,7.66,5.93
2019,5,10,5.97,0.27,74.61,11.16,2.01
2019,5,11,4.08,4.15,82.49,11.44,2.39
2019,5,12,5.12,4.34,81.11,11.95,3.79
2019,5,13,7.97,0.03,77.87,13.69,2.63
2019,5,14,7.71,0.11,74.46,19.59,3.71
2019,5,15,5.78,0.15,80.81,20.86,3.61
2019,5,16,7.9,0.01,79.8,23.46,6.55
2019,5,17,6.99,1.95,79.95,23.29,8
2019,5,18,1.99,35.68,93.75,19.56,4.54
2019,5,19,6.38,1.25,74.97,14.79,5.52
2019,5,20,1.87,21.13,83.79,9.6,6.92
2019,5,21,2.07,32.81,88.38,14,8.98
2019,5,22,7.86,0.1,73.55,14.89,5.35
2019,5,23,5.53,10.55,76.2,17.28,4.14
2019,5,24,3.76,11.4,91.71,21.16,4.53
2019,5,25,3.55,10.45,91.98,22.29,4.84
2019,5,26,6.92,21.13,88.02,21.81,2.94
2019,5,27,4.79,2.06,87.76,23.37,6.2
2019,5,28,1.43,28.8,92.78,22.92,4.2
2019,5,29,5.94,0.46,85.51,19.21,3.18
2019,5,30,7.04,0.79,79.77,17.41,4.34
2019,5,31,6.03,0,74.52,19.83,2.47
2019,6,1,7.91,0.08,79.11,21.26,4.13
2019,6,2,7.92,0,73.55,18.71,3.04
2019,6,3,6.42,1.09,84.56,20.49,4.77
2019,6,4,7.05,3.17,88.09,23.95,4.75
2019,6,5,6.73,6.85,84.64,24.18,2.8
2019,6,6,5.96,0.48,76.77,23.13,2.23
2019,6,7,8.05,0,80.67,23.52,3.26
2019,6,8,8.62,0.11,75.59,23.21,2.82
2019,6,9,5.25,0.02,76.34,18.19,6.46
2019,6,10,8.73,0,61.79,18.09,3.41
2019,6,11,6.57,6.07,71.71,18.29,3.91
2019,6,12,7.55,3.49,77.78,17.18,5.03
2019,6,13,8.45,0,67.74,17.8,3.08
2019,6,14,5.48,6.29,82.41,20.53,7.07
2019,6,15,6.79,2.1,86.89,23.95,4.91
2019,6,16,7.23,0.05,74.82,22.96,2.77
2019,6,17,6.61,0.23,81.75,22.7,3.14
2019,6,18,4.35,29.41,85.49,21.61,2.42
2019,6,19,4.3,4.77,84.15,20.81,3.45
2019,6,20,7.03,6.76,80.71,22.89,3.22
2019,6,21,3.55,24.67,94.71,24.07,5.62
2019,6,22,5.45,33.33,93.32,25.15,4.64
2019,6,23,4.11,34.89,90.37,21.76,4.28
2019,6,24,8.61,0.04,78.11,19.64,4.86
2019,6,25,8.28,1,81.79,23.28,5.02
2019,6,26,5.68,0.95,91.24,24.31,3.68
2019,6,27,6.2,0.03,88.39,25.54,5.49
2019,6,28,7.87,0.01,86.52,26.91,5.13
2019,6,29,8.12,0,86.61,27.43,3.37
2019,6,30,8.34,0,84.87,26.17,3.2
2019,7,1,7.72,0,83,25.75,3.68
2019,7,2,7.56,0.06,84.7,25.85,3.55
2019,7,3,7.36,4.44,89.01,24.9,3.39
2019,7,4,4.26,7.82,90.99,24.58,2.78
2019,7,5,3.23,6.6,89.5,25.58,1.99
2019,7,6,5.73,2.79,86.8,24.79,3.01
2019,7,7,7.51,0.08,82.48,25.42,2.39
2019,7,8,6.94,1.33,85.14,25.34,3.55
2019,7,9,7.81,8.96,87.17,26.35,3.74
2019,7,10,6.59,9.46,81.39,24.49,3.87
2019,7,11,8.08,0.11,76.61,23.02,3.6
2019,7,12,8.36,0.01,73.55,24.6,1.89
2019,7,13,7.88,0.07,76.23,25.47,2.16
2019,7,14,7.88,0,80.47,26.05,2.82
2019,7,15,7.76,0,83.05,24.41,3.15
2019,7,16,6.54,0.12,80.64,25.88,1.89
2019,7,17,6.4,0.56,86.39,27.04,6.04
2019,7,18,7.48,0.11,83.76,28.18,7.09
2019,7,19,7.67,0,83.07,28.16,6.16
2019,7,20,7.96,5.87,83.63,28.11,5.36
2019,7,21,3.47,17.99,88.97,25.1,3.32
2019,7,22,8.03,0.35,80.06,21.93,5.25
2019,7,23,8.12,0,72.27,20.2,2.83
2019,7,24,7.29,0,67.72,21.57,2.03
2019,7,25,5.16,0,78.65,21.59,4.83
2019,7,26,7.35,0.03,77.59,23.48,5.54
2019,7,27,7.23,0,79.54,24.09,4.93
2019,7,28,6.41,1.71,81.52,25.14,6.26
2019,7,29,7.87,0.75,76.43,24.35,3.74
2019,7,30,6.75,0.17,79.47,22.16,3.13
2019,7,31,6.01,6.3,82.67,22.24,5.84
2019,8,1,4.9,36.5,86.9,23.54,5.35
2019,8,2,3.62,8.62,87.87,21.83,4.1
2019,8,3,6.21,0.3,79.05,22.88,2.98
2019,8,4,7.16,0,72.16,24.73,2
2019,8,5,4.83,0,79.73,25.03,2.54
2019,8,6,7.41,1.42,77.34,25.23,3.23
2019,8,7,3.94,17.68,86.78,24.01,1.96
2019,8,8,6.02,3.14,83.35,25.01,0.95
2019,8,9,6.16,0.02,82.25,25.08,2.4
2019,8,10,5.82,3.16,87.18,25.61,2.54
2019,8,11,4.37,13.28,91.67,25.76,2.59
2019,8,12,6.1,1.09,86.36,26.77,4.14
2019,8,13,7.34,0.02,75.68,25.67,3.09
2019,8,14,7.23,0,76.55,22,3.66
2019,8,15,3.48,16.18,82.94,22.16,3.67
2019,8,16,4.47,45.82,91.17,24.3,3.33
2019,8,17,6.59,16.43,90.51,24.66,5.18
2019,8,18,6.62,2.97,83.76,25.55,4.63
2019,8,19,6.84,0,84.44,26.42,2.76
2019,8,20,5.02,10.25,87.19,27.28,3.6
2019,8,21,2.34,11.95,89.59,24.48,2.66
2019,8,22,4.01,0.29,82.91,21.76,3.23
2019,8,23,5.49,0.17,82.46,22.28,4.74
2019,8,24,2.4,0.47,84.61,20.77,5.45
2019,8,25,2.15,14.15,91.17,20.89,3.42
2019,8,26,2.19,27.31,91.07,21.86,3.27
2019,8,27,6.81,0.03,77.38,20.05,4.14
2019,8,28,6.87,0,77.69,20.99,3.55
2019,8,29,6.42,23.21,86.64,24.55,4.17
2019,8,30,5.46,20.39,86.75,21.64,3.92
2019,8,31,3.46,0.07,87.29,18.06,2.69
2019,9,1,4.79,0.36,86.77,21.24,1.74
2019,9,2,6.06,0.02,87.11,23.67,4.66
2019,9,3,5.84,0,83.13,25.54,4.24
2019,9,4,6.02,0,76.98,20.46,3.06
2019,9,5,6.26,0,83,24.01,4.87
2019,9,6,5.91,0,81.9,22.41,3.89
2019,9,7,5.5,5.55,84.04,21.64,3.82
2019,9,8,4.26,4.64,91.61,24.14,2.56
2019,9,9,4.44,1.09,83.98,24.9,5.74
2019,9,10,3.98,0.49,90.21,23.66,5.33
2019,9,11,5.86,0.02,82.67,25.22,6.07
2019,9,12,2.43,8.49,85.68,23.08,5.75
2019,9,13,6.24,0,74.41,19.04,3.63
2019,9,14,5.68,0.05,82.04,22.71,5.37
2019,9,15,5.79,0.01,82.59,25.61,4.76
2019,9,16,4.3,0,81.4,25.17,4.26
2019,9,17,5.02,0,82.01,24.94,4.85
2019,9,18,5.42,0.01,81.61,24.97,4.27
2019,9,19,4.63,0.04,82.03,24.87,3.2
2019,9,20,3.77,0.54,84.69,23.33,5.53
2019,9,21,1.87,24.05,90.26,24.4,7.57
2019,9,22,2.39,19.49,85.79,20.54,4.03
2019,9,23,5.81,0,81.54,19.41,2.82
2019,9,24,4.41,0.64,86.92,21.49,4.45
2019,9,25,5.38,0.25,75.89,20.6,4
2019,9,26,5.25,0,75.88,17.39,3.92
2019,9,27,4.58,6.3,86.07,22.83,6.56
2019,9,28,1.19,16.29,91.25,18.19,4.96
2019,9,29,3.27,4.98,89.05,24.29,6.92
2019,9,30,4.28,0.32,83.31,25.21,7.84
2019,10,1,4.08,15.69,87.78,24.33,6.31
2019,10,2,2.06,14.82,88.76,17.3,3.49
2019,10,3,2.7,0,79.57,10.84,4.42
2019,10,4,1.47,4.48,84.37,11,4.71
2019,10,5,2.91,14.83,80.27,15.43,5.65
2019,10,6,2.56,0.01,73.55,12.46,3.2
2019,10,7,5.26,0,67.47,12.8,2.81
2019,10,8,4.4,0,74.48,13.54,5.5
2019,10,9,2.01,3.95,86.95,14.13,7.07
2019,10,10,1.38,1.03,82.78,13.21,7.81
2019,10,11,4.7,0.12,65.54,3.21,6.77
2019,10,12,4.72,0,69.11,6.73,4.75
2019,10,13,4.99,0,64.23,8.44,2.68
2019,10,14,4.74,0,73.15,12.3,4.32
2019,10,15,4.47,0.03,73.38,10.9,6.72
2019,10,16,4.45,0,76.77,7.33,3.07
2019,10,17,4.2,0,80.34,11.06,5.31
2019,10,18,4.51,0,78.67,13.35,7.67
2019,10,19,3.82,4.3,77.43,13.71,3.11
2019,10,20,3.25,10.66,86.34,12.26,5.37
2019,10,21,2.42,0.01,73.71,8.3,8.71
2019,10,22,4.34,0,71.2,7.73,6.41
2019,10,23,3,0.01,74.95,10.46,5.69
2019,10,24,3,0,75,5.23,4.6
2019,10,25,4.33,0,67.35,5.06,2.36
2019,10,26,3.92,0,82.08,6.19,2.27
2019,10,27,2.88,0,79.91,5.82,5.38
2019,10,28,1.24,1.58,76.12,1.1,4.78
2019,10,29,1.64,0.04,83.72,0.05,2.78
2019,10,30,0.86,4.65,81.4,-1.1,6.36
2019,10,31,4,0.07,72.64,-1.51,4.59
2019,11,1,2.77,0.02,85.38,1.29,3.94
2019,11,2,4.02,0,76.46,2.64,4.77
2019,11,3,3.14,0,77.43,6.42,5.05
2019,11,4,1.66,0,80.82,6.3,3.52
2019,11,5,2.99,0,79.77,5.05,2.91
2019,11,6,3.51,0,81.88,5.39,5.67
2019,11,7,3.85,0,62.58,-2.06,4.4
2019,11,8,3.31,0,69.9,0.31,4.83
2019,11,9,3.33,0,81.94,7.69,4.43
2019,11,10,3.26,0.09,83.39,7.53,5.94
2019,11,11,1.87,0.46,66.73,-5.3,9.42
2019,11,12,3.23,0,62.46,-6.15,5.18
2019,11,13,1.47,0.01,76.82,-1.69,5.38
2019,11,14,3.5,0,76.22,1,3.55
2019,11,15,3.4,0,81.26,2.62,3.64
2019,11,16,3.08,0,77.34,4.59,5.48
2019,11,17,2.1,0,80.73,6.3,4.37
2019,11,18,2.21,0.07,80.07,8,4.29
2019,11,19,3.18,0,77.36,8.41,3.51
2019,11,20,1.41,6.94,87.65,11.18,7.92
2019,11,21,0.95,1.4,79.77,5.23,7.1
2019,11,22,1.05,0.4,79.24,-1.19,3.44
2019,11,23,3.08,0,85.74,0.82,3.9
2019,11,24,2.95,0,81.7,5.26,4.13
2019,11,25,2.83,0,79.88,5.64,4.78
2019,11,26,0.62,0.67,88.98,2.91,6.13
2019,11,27,2.89,0.02,78.03,-0.16,6.91
2019,11,28,0.53,3.28,90.02,-1.27,3.54
2019,11,29,0.63,7.6,95.85,1.59,4.31
2019,11,30,2.92,0.58,77.81,5.1,8.57
2019,12,1,1.47,0.11,76.35,-0.68,10.88
2019,12,2,2.89,0,78.34,-1.49,3.49
2019,12,3,2.66,0,84.05,3.2,4.19
2019,12,4,2.66,0,82.56,4.68,3.76
2019,12,5,2.4,0,85.58,6.25,2.94
2019,12,6,2.7,0,77.39,0.17,5.14
2019,12,7,2.8,0,79.47,1.66,5.08
2019,12,8,1.26,0,94.86,4.91,3.88
2019,12,9,2.43,0,78.57,-1.7,6.62
2019,12,10,2.72,0,70.38,-3.21,4.12
2019,12,11,2.74,0,77.26,0.08,4.81
2019,12,12,1.54,0,85.1,3.16,5.95
2019,12,13,2.1,0.16,92.92,2.58,3.39
2019,12,14,1.91,0.16,79.09,-3.23,5.29
2019,12,15,0.41,5.55,85.03,-4.17,3.89
2019,12,16,0.71,0.3,88.2,-5.17,4.17
2019,12,17,2.72,0.04,86.95,-3.94,4.24
2019,12,18,2.61,0,89.38,-2.7,3.94
2019,12,19,2.47,0,86.45,0.45,5.38
2019,12,20,2.01,0,89.96,1.37,4.95
2019,12,21,2.49,0,92.67,1.59,4.17
2019,12,22,2.39,0,91.7,2.06,5.25
2019,12,23,2.46,0,90.73,4.21,4.88
2019,12,24,1.71,0,88.41,7.5,6.43
2019,12,25,2.25,0,84.2,9.83,6.4
2019,12,26,0.77,0,89.26,0.53,3.76
2019,12,27,1.77,0.62,87.93,0.58,2.9
2019,12,28,0.26,29.52,97.94,8.83,6.26
2019,12,29,0.72,0.21,82.46,0.7,7.82
2019,12,30,0.73,0.02,75.17,-1.7,9.22
2019,12,31,2.7,0,75.84,-1.13,5.58
2020,1,1,2.73,0,81.31,2.35,6.56
2020,1,2,2.16,0,89.55,3.62,4.03
2020,1,3,2.58,0,80.43,0.77,5.51
2020,1,4,2.88,0,71.62,-0.33,5.26
2020,1,5,2.89,0,77.18,2.46,6.15
2020,1,6,1.92,0,81.85,0.3,3.3
2020,1,7,2.82,0,78.86,1.11,4.91
2020,1,8,2.74,0,76.51,2.21,7.7
2020,1,9,2.35,0.23,79.65,7.55,7.98
2020,1,10,0.29,12.33,89.12,-1.88,8.65
2020,1,11,2,0.88,75.77,-8.01,6.11
2020,1,12,0.63,1.2,92.52,-5.32,4.38
2020,1,13,1.05,0.27,97.03,-0.87,5.09
2020,1,14,2.21,0.23,91.82,0.96,3.85
2020,1,15,1.25,0.18,84.65,-0.84,6.7
2020,1,16,2.19,0.01,74.44,-9.58,5.17
2020,1,17,0.42,9.03,93.34,-1.81,7.53
2020,1,18,3.03,0.18,76.45,-3.79,8.29
2020,1,19,3.13,0,74.08,-11.43,5.67
2020,1,20,2.51,0.07,82.24,-12.45,3.86
2020,1,21,2.71,0.06,87.71,-7.72,5.49
2020,1,22,0.71,9,93.76,0.09,7.05
2020,1,23,0.56,3.29,95.97,0.21,4.12
2020,1,24,0.63,0.94,91.97,-1.66,6.31
2020,1,25,1.16,0,94.04,-2.78,2.16
2020,1,26,2.24,0,95.27,-0.22,2.8
2020,1,27,1.78,0,89.58,0.21,3.61
2020,1,28,1.15,0.62,88.38,-0.89,3.13
2020,1,29,1.7,0.42,87.45,-1.05,1.64
2020,1,30,1.58,0.02,92.87,-0.68,3.51
2020,1,31,1.39,0,90.54,0.08,4.05
2020,2,1,3.57,0,87.08,2.58,4.57
2020,2,2,3.53,0,80.84,6.42,3.58
2020,2,3,1.25,0,92.5,2.04,5.45
2020,2,4,1.52,0.02,68.58,-1.79,7.96
2020,2,5,0.99,0.07,77.74,-3.14,4.58
2020,2,6,3.96,0,70.62,-1.91,1.9
2020,2,7,2.35,0,79.21,-1.53,4.63
2020,2,8,3.95,0,81.3,-1.75,3.72
2020,2,9,2.69,0,85.48,1.25,7.32
2020,2,10,3.88,0,73.68,0.13,2.14
2020,2,11,3.52,0,70.36,0.77,3.62
2020,2,12,0.59,5.52,84.38,-0.86,4.87
2020,2,13,4.03,0,60.23,-12.83,6.25
2020,2,14,2.68,0,77.66,-8.3,5.82
2020,2,15,3.43,0.04,76.13,1.62,3.88
2020,2,16,4.03,0,83.51,2.89,3.15
2020,2,17,3.22,0,86.81,4.73,4.31
2020,2,18,4.47,0,72.14,-0.02,4.83
2020,2,19,3.19,0.03,79.37,-1.06,4.4
2020,2,20,4.6,0.01,65.01,-4.3,4.49
2020,2,21,4.73,0,69.57,-1.15,5.75
2020,2,22,3.54,0,79.08,2.92,6.42
2020,2,23,3.18,1.59,91.78,5.36,3.06
2020,2,24,1.79,6.79,83.44,3.62,6.57
2020,2,25,2.43,0,79.36,0.86,6.19
2020,2,26,4.91,0,70.38,-1.43,6.35
2020,2,27,2.92,0.03,73.88,0.21,4.1
2020,2,28,4.59,0,77.31,2.78,5.05
2020,2,29,4.84,0,76.89,6.31,6.42
2020,3,1,3.5,0,79.63,9.24,5.86
2020,3,2,4.14,0,75.47,3.46,4.11
2020,3,3,5.29,0,67.47,6.52,5.45
2020,3,4,4.7,0,69.67,7.03,4.07
2020,3,5,5.47,0,62.66,5.97,7.94
2020,3,6,5.54,0,68.13,3.78,3.75
2020,3,7,4.68,0,65.99,8.83,8.34
2020,3,8,5.03,1.53,74.96,11.89,10.47
2020,3,9,0.71,30.77,89.41,7.36,7.15
2020,3,10,4.01,0.01,79.74,4.37,2.53
2020,3,11,5.47,0.15,82.84,9.62,2.97
2020,3,12,3.33,2.67,76.29,10.07,6.41
2020,3,13,1.73,0.56,64.21,4.32,3.88
2020,3,14,1.21,6.63,81.79,2.72,6.19
2020,3,15,1.12,0.5,82.99,2.02,3.78
2020,3,16,1.43,4.02,89.52,4.1,1.89
2020,3,17,2.62,0.51,85.8,5.93,4.1
2020,3,18,2.25,3.98,92.21,11.74,3.03
2020,3,19,4.16,7.98,83.46,16.75,6.81
2020,3,20,6.2,0.02,59.96,-0.46,8.77
2020,3,21,5.94,0,70.29,1.22,3.09
2020,3,22,1.02,10.57,92.76,3.38,3.68
2020,3,23,2.04,0.22,88.62,7.66,2.81
2020,3,24,2.58,0.2,90.04,8.68,4.14
2020,3,25,4.16,0.02,85.26,12.82,5.48
2020,3,26,2.04,1.08,92.22,10.5,4.49
2020,3,27,1.27,1.03,93.17,10.86,2.43
2020,3,28,5.13,0.41,76.39,10.99,8.93
2020,3,29,6.47,0,63.89,10.37,6.55
2020,3,30,5.24,0,68.84,11.45,3.74
2020,3,31,5.63,0,75.99,12.41,2.91
2020,4,1,5.89,0,75.3,13.6,5.97
2020,4,2,2.47,1.39,80.23,13.72,7.87
2020,4,3,2.56,5.12,73.61,0.04,7.51
2020,4,4,4.67,0.06,77.94,0.83,3.41
2020,4,5,6.02,0,81.86,7.27,3.7
2020,4,6,2.01,0.14,86.34,15.48,6.89
2020,4,7,6.71,0.02,76.52,19.12,4.15
2020,4,8,6.51,0,64.87,15.64,6.11
2020,4,9,6.44,0,56.36,6.97,6.81
2020,4,10,6.08,0,61.55,5.35,4
2020,4,11,5.89,8.39,75.83,15.18,7.09
2020,4,12,1.12,9.88,83.08,7.29,8.51
2020,4,13,7.14,0,56.58,1.13,5.81
2020,4,14,6.27,0,53.86,3.68,4.33
2020,4,15,7.08,0.03,64.05,5.15,3.05
2020,4,16,1.65,18.3,85.69,2.89,7.43
2020,4,17,5.35,2.48,73.16,2.87,4.98
2020,4,18,7.3,0,70.04,8.16,6.48
2020,4,19,6.22,0.2,75.76,11.24,4.17
2020,4,20,5.95,1.22,70.84,12.66,4.38
2020,4,21,7.3,0,63.91,13.31,3.07
2020,4,22,2.42,3.35,85.41,12.69,4.12
2020,4,23,7.05,0.79,71.37,15.97,2.19
2020,4,24,1.12,28.71,89.3,13.66,4.6
2020,4,25,6.62,1.97,73.61,13.39,4.52
2020,4,26,6.02,2.7,66.87,14.19,2.84
2020,4,27,7.24,0.07,75.99,17.53,6.9
2020,4,28,3.03,2.28,81.87,16.35,5.14
2020,4,29,6.2,0.29,65.18,13.7,9.01
2020,4,30,7.94,0,69.43,15.2,2.96
2020,5,1,5.89,0,77.98,17.89,5.41
2020,5,2,5.94,0.14,73.45,19.15,5.29
2020,5,3,7.3,0.42,68.21,17.22,3.95
2020,5,4,2.07,16.19,80.8,13.64,5.61
2020,5,5,8.29,0.14,66.38,13.58,7.19
2020,5,6,5.81,0.01,70.88,11.26,3.95
2020,5,7,2.62,7.25,75.84,11.1,3.14
2020,5,8,8.36,0.49,60.5,10.07,6.1
2020,5,9,6.39,0.06,59.25,10.39,3.52
2020,5,10,8.44,0.02,58.92,7.98,6.71
2020,5,11,3.09,0.46,66.68,7.14,2.81
2020,5,12,4.03,0.04,78.28,8.68,3.19
2020,5,13,2.09,6.63,90.5,13.57,5.62
2020,5,14,5.53,10.03,87.55,21.47,4.7
2020,5,15,4.77,0.87,81.74,17.56,3.86
2020,5,16,4.29,0.52,87.44,18.38,3.55
2020,5,17,5.6,0.03,74.17,15.63,6.91
2020,5,18,3.92,0,76.97,14.27,5.85
2020,5,19,6.2,0,80.22,15.74,3.27
2020,5,20,3.67,0,83.71,17.24,3.79
2020,5,21,4.03,2.65,84.42,18.53,4.85
2020,5,22,3.77,11.74,91.92,18.55,4.66
2020,5,23,7.36,0.58,82.09,21.09,4.48
2020,5,24,5.29,21.28,90.94,22.46,4.66
2020,5,25,3.12,13.33,86.51,20.64,3.05
2020,5,26,2.72,21.59,88.49,18.52,4.13
2020,5,27,2.92,2.44,88.82,18,2.33
2020,5,28,4.37,4.66,82.9,19.29,4.17
2020,5,29,8.6,0,66.19,18.04,3.69
2020,5,30,3.83,0.01,69.63,18.49,3.65
2020,5,31,6.93,0.85,79.86,19.36,5.35
2020,6,1,7.75,0,78.23,22.82,7.05
2020,6,2,7.79,0,79.78,24.12,6.33
2020,6,3,7.14,7.37,81.53,25.4,3.74
2020,6,4,8.26,6.92,83.68,25.22,3.04
