-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,,
Location: latitude  39.3405   longitude -95.7227 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR,WS10M,CLRSKY_SFC_SW_DWN
2011,4,27,4.16,9.68,68.47,0.01,6.72,7.53
2011,4,28,7.2,13.72,56.85,0,5.52,7.71
2011,4,29,6.82,16.42,54.26,0,8.66,7.81
2011,4,30,7.74,14.45,55.26,0,6.44,7.77
2011,5,1,4.03,10.23,46.35,0.01,4.1,7.9
2011,5,2,7.52,10.27,50.67,0,4.19,8.02
2011,5,3,8,10.2,53.58,0,2.74,8.06
2011,5,4,6.71,15.07,55.04,0,7.93,7.99
2011,5,5,4.65,14,64.92,4.94,3.33,7.66
2011,5,6,7.5,16.64,52.42,1.93,6.14,8
2011,5,7,7.46,21.43,50.62,0.7,2.48,7.66
2011,5,8,7.03,22.2,73.89,0.01,7.19,7.51
2011,5,9,7.54,26.32,64.65,0,8.1,7.79
2011,5,10,7.08,26.6,61.46,0.01,7.26,7.54
2011,5,11,5.33,24.28,74.99,3.91,5.53,6.78
2011,5,12,6.57,21.57,66.94,1.51,4.51,7.99
2011,5,13,1.87,11.54,73.05,4.96,8.65,8.01
2011,5,14,4.6,10.25,61.2,0,7.3,8.48
2011,5,15,2.7,9.6,70.95,0.09,5.92,8.34
2011,5,16,8.61,13.13,57.39,0,3.32,8.64
2011,5,17,8.62,14.01,50.12,0,3.98,8.72
2011,5,18,3.64,13.97,62.14,0.99,4.91,7.64
2011,5,19,2.2,16.71,87.54,10.47,7.08,7.42
2011,5,20,2.38,19.95,91.06,10.72,6.22,7.39
2011,5,21,6.3,21.68,75.66,6.71,5.36,8.21
2011,5,22,7.87,22.34,66.94,3.86,6.1,8.24
2011,5,23,6.61,21.71,61.5,0,2.55,7.95
2011,5,24,2.95,21.77,85.65,28.31,5.67,7.39
2011,5,25,2.46,17.59,85.03,36.62,6.67,7.93
2011,5,26,8.67,15.38,63.9,0.01,5.13,8.71
2011,5,27,1.7,14.97,82.26,0.49,4.47,7.79
2011,5,28,3.68,18.23,80.88,0.95,3.97,7.82
2011,5,29,6.13,23.62,79.13,0.98,7.75,7.85
2011,5,30,5.19,24.78,72.54,10.36,11.7,7.6
2011,5,31,7.62,22.56,58.56,2.56,4.5,8.47
2011,6,1,4.34,21.27,66.02,27.73,3.93,7.86
2011,6,2,4.98,24.82,79.91,1.88,6.77,7.23
2011,6,3,6.88,26.36,72,0,7.25,8.01
2011,6,4,5.58,25.24,76.03,0,3.52,7.91
2011,6,5,8.04,25.65,64.78,0,4.39,8.06
2011,6,6,8.2,26.93,63.69,0,6.45,8.21
2011,6,7,7.56,27.38,63.85,0,8.44,7.85
2011,6,8,7.08,27.72,63.61,0.01,5.23,7.34
2011,6,9,5.05,26.29,72.28,1.66,5.27,7.45
2011,6,10,3.84,21.13,76.08,2.05,3.72,7.6
2011,6,11,8.17,20.45,66.56,0,3.79,8.56
2011,6,12,4.99,21.03,76.6,0.77,4.46,7.65
2011,6,13,6.11,25.26,76.13,0.76,6.21,7.76
2011,6,14,6.84,25.39,69.19,0.07,4.45,7.72
2011,6,15,8.65,24.53,58.06,0,4.31,8.7
2011,6,16,1.87,25.52,64.37,5.76,5.05,7.79
2011,6,17,6.62,26.41,76.22,10.53,3.94,7.86
2011,6,18,6.82,25.54,78.21,3.84,1.91,8.1
2011,6,19,7.33,25.84,74.74,0.45,4.04,7.96
2011,6,20,6.21,27.02,71.87,9.63,7.21,7.85
2011,6,21,5.19,22.04,65.81,0.36,8.57,8.39
2011,6,22,6.93,21.48,58.79,0,8.01,8.5
2011,6,23,8.4,21.55,60.43,0,5.47,8.57
2011,6,24,7.28,23.14,64.97,1.57,3.77,8.15
2011,6,25,5.54,24.21,80.9,9.9,3.95,7.89
2011,6,26,5.92,27.02,76.89,6.16,5.87,7.91
2011,6,27,6.24,24.02,76.23,21.19,4.45,7.77
2011,6,28,8.51,21.74,66.07,0,2.97,8.52
2011,6,29,8.04,26.09,67.52,0.02,4.9,8.09
2011,6,30,8.13,30.59,57.49,0,6.42,8.21
2011,7,1,8.27,31.2,51.8,0,6.52,8.27
2011,7,2,7.43,27.68,64.96,1.06,3.55,8.07
2011,7,3,4.76,24.99,80.38,7.5,3.27,7.67
2011,7,4,7.61,26.58,71.83,0.2,3.12,8.1
2011,7,5,7.75,27.64,67.58,1.01,2.77,8.05
2011,7,6,5.29,25.8,75.27,8.69,1.99,7.69
2011,7,7,4.48,24.19,80.82,18.3,3.36,7.26
2011,7,8,8.31,25.47,63.07,0,1.96,8.34
2011,7,9,7.28,27.28,67.93,0.02,4.75,7.77
2011,7,10,6.61,29.93,66.76,1.53,2.37,7.68
2011,7,11,7.59,31.01,54.23,0.31,2.83,7.95
2011,7,12,7.01,30.88,58.69,17.82,1.83,8.01
2011,7,13,5.9,26.75,77.6,1.14,3.37,7.7
2011,7,14,7.33,28.21,71.06,0.04,4.36,7.89
2011,7,15,7.85,30.45,64.32,0.14,5.06,7.88
2011,7,16,6.36,31.36,60.03,0.02,4.49,7.71
2011,7,17,7.68,31.71,55.39,0,3.9,7.7
2011,7,18,7.63,31.74,54.02,0,3.63,7.87
2011,7,19,7.9,31.7,49.15,0,4.02,7.92
2011,7,20,7.99,32.04,45.48,0,5.43,8.03
2011,7,21,7.63,32.78,45.46,0.41,4.2,7.81
2011,7,22,7.42,33.39,43.25,0.88,4.29,7.79
2011,7,23,7.62,33.12,48.17,9.12,4.54,7.67
2011,7,24,6.47,29.26,64.36,12.23,3.14,7.6
2011,7,25,7.81,29.4,59.8,0.22,1.31,7.82
2011,7,26,7.65,30.82,55.14,0.06,3.31,7.78
2011,7,27,7.19,33.2,44.14,0.01,6.86,7.67
2011,7,28,5.51,31.25,53.25,8.78,2.63,7.5
2011,7,29,3.79,27.25,72.58,10.76,1.77,7.31
2011,7,30,6.57,28.8,72.89,4.97,2.77,7.11
2011,7,31,7.52,30.42,62.78,0.02,3.44,7.55
2011,8,1,7.57,32.63,52.44,0,3.64,7.64
2011,8,2,7.4,33.48,46.25,0.02,5.77,7.67
2011,8,3,6.48,29.93,59.38,0.57,2.97,7.39
2011,8,4,4.26,27.62,70.08,6.51,2.37,6.82
2011,8,5,4.85,27.56,71.78,3.98,1.85,7.06
2011,8,6,5.98,29.37,64.34,2.63,1.96,7.32
2011,8,7,4.97,28.7,62.78,9.06,1.79,7.34
2011,8,8,5.43,27.79,63.02,1.73,2.83,7.24
2011,8,9,7.31,26.51,59.18,0.37,3.26,7.53
2011,8,10,5.94,21.8,64.2,0.44,2.98,7.16
2011,8,11,7.51,25.16,56.27,0.03,2.74,7.52
2011,8,12,3.58,25.29,68.96,14.97,2.86,6.82
2011,8,13,7.16,24.78,62.06,0.03,4.15,7.36
2011,8,14,7.48,23.62,60.7,0.08,2.27,7.51
2011,8,15,3.56,21.99,72.46,12.94,4.84,6.75
2011,8,16,5.41,25.39,75.45,8.39,4.43,6.84
2011,8,17,5.6,26.09,72.17,0.04,3.29,6.89
2011,8,18,6.75,26.42,74.64,23.44,4.36,6.92
2011,8,19,7,25.36,82.59,22.84,3.91,7.05
2011,8,20,3.42,23.38,86.7,8.4,2.56,6.59
2011,8,21,6.77,24.86,78.57,1.29,1.99,6.93
2011,8,22,6.09,26.03,75.85,4.24,3.8,6.6
2011,8,23,6.63,28.76,67.07,0.24,4.21,6.76
2011,8,24,6.78,26.69,64.34,0,4.65,6.78
2011,8,25,7.15,22.07,59.77,0,2.64,7.16
2011,8,26,5.94,24.47,60.54,0.04,2.59,6.77
2011,8,27,6.72,25.83,66.01,0,2.79,6.73
2011,8,28,4.73,24.48,60.69,0.07,2.46,6.48
2011,8,29,5.67,23.66,66.77,2.75,4.23,6.59
2011,8,30,4.73,24.85,70.09,4.96,4.3,6.01
2011,8,31,6.24,28.19,61.03,0.04,2.75,6.53
2011,9,1,5.94,31.17,42.42,0.01,6.93,6.38
2011,9,2,6.07,29.97,46.58,0.1,5.09,6.13
2011,9,3,2.86,25.35,62.58,3.32,5.76,5.88
2011,9,4,6.8,18.63,50.58,0.01,6.67,6.81
2011,9,5,6.88,16.64,58.33,0,3.69,6.93
2011,9,6,6.96,16.69,56.06,0,2.69,6.96
2011,9,7,5.97,16.68,59.8,0,2.47,6.67
2011,9,8,6.59,17.64,60.42,0,3.55,6.65
2011,9,9,4.64,19.61,68.28,9.09,3.54,6.22
2011,9,10,4.86,19.64,71.45,0.81,2.99,6.04
2011,9,11,6.21,22.12,63.36,0,1.74,6.26
2011,9,12,6.1,24.47,53.57,0,5.27,6.23
2011,9,13,5.64,21.03,54.02,0.16,5.22,5.95
2011,9,14,4,15.75,54.85,2.24,5.6,5.65
2011,9,15,2.92,10.66,50.1,1.25,3.23,5.96
2011,9,16,1.39,11.38,75.6,4.31,3.7,5.35
2011,9,17,1.24,14.71,88.49,2.85,4.51,5.21
2011,9,18,2.32,17.76,86.13,16.16,3.6,5.45
2011,9,19,6.03,19.14,65.93,0.08,3.37,6.04
2011,9,20,5.07,19.28,56.41,0,5.47,5.78
2011,9,21,4.71,15.84,55.53,0.06,4.65,5.9
2011,9,22,5.66,15.48,59.75,0,2.98,5.93
2011,9,23,5.8,14.27,59.23,0,3.21,5.88
2011,9,24,5.28,14.37,60.05,0,3.46,5.69
2011,9,25,5.23,12.81,61.07,0,3,5.74
2011,9,26,5.71,14.83,55.08,0,4.21,5.71
2011,9,27,5.36,18.1,60.84,0,4.52,5.47
2011,9,28,5.52,19.93,53.68,0,2.64,5.52
2011,9,29,5.44,18.54,45.14,0,6.85,5.52
2011,9,30,5.63,14.81,55.08,0,3.9,5.69
2011,10,1,5.66,13.54,53.53,0,3.04,5.66
2011,10,2,5.14,15.02,50.57,0,3.34,5.4
2011,10,3,5.23,17.79,49.02,0,4.49,5.25
2011,10,4,5.12,20.52,44.72,0,5.46,5.12
2011,10,5,5.21,19.58,44.32,0,5.37,5.25
2011,10,6,4.36,20.48,46.17,0,8.04,4.99
2011,10,7,3.87,22.46,53.78,0,8.6,4.75
2011,10,8,3.19,21.96,57.74,0.67,7.24,4.74
2011,10,9,4.03,20.75,61.77,2.89,5.83,4.69
2011,10,10,3.18,17.38,76.96,2.58,2.14,4.63
2011,10,11,4.45,18.12,65.11,0,4.02,4.74
2011,10,12,3.99,18.6,69.72,4.07,5.2,4.55
2011,10,13,4.9,15.91,52.17,0,5.98,4.92
2011,10,14,3.08,12.81,48.52,0,4.91,4.68
2011,10,15,4.61,14.93,48.44,0,4.73,4.71
2011,10,16,3.76,14.07,59.13,0,5.47,4.56
2011,10,17,1.12,9.19,63.86,1.93,4.16,4.25
2011,10,18,3.77,7.98,54.59,0.17,6.88,4.74
2011,10,19,4.51,4.53,50.91,0,6.24,4.78
2011,10,20,4.6,5.01,61.59,0,3.97,4.67
2011,10,21,4.37,11.11,49.94,0,2.89,4.44
2011,10,22,2.67,11.41,68.88,0,2.92,3.93
2011,10,23,4.18,14.85,66.38,0,3.27,4.19
2011,10,24,3.93,16.95,49.69,0,4.96,4.25
2011,10,25,3.79,18.37,54.11,0,8.15,4.01
2011,10,26,3.07,10.11,63.2,0.68,6.21,3.84
2011,10,27,3.28,7.87,59.02,0.06,2.96,4.14
2011,10,28,4.12,7.66,48.61,0,3.97,4.17
2011,10,29,3.56,10.01,43.28,0,4.55,4.04
2011,10,30,4.06,9.55,48.96,0,5.63,4.11
2011,10,31,3.99,10.04,49.6,0,3.17,4.01
2011,11,1,3.66,15.02,58.99,0.05,6.08,3.73
2011,11,2,0.52,7.39,78.12,8.48,7.72,3.17
2011,11,3,4,4.89,55.08,0.25,6.99,4.01
2011,11,4,3.74,5.7,67.6,0,4.17,3.85
2011,11,5,3,10,72.66,0,8.57,3.43
2011,11,6,3.52,11.03,60.02,0,5.03,3.63
2011,11,7,1.45,8.97,66.25,31.53,5.51,3.28
2011,11,8,0.55,4.43,89.57,29.74,8.04,3.01
2011,11,9,3.53,1.07,79.25,10.09,6.39,3.58
2011,11,10,3.64,0.62,65.43,0.03,4.05,3.68
2011,11,11,3.55,4.72,77.77,0,4.48,3.57
2011,11,12,2.46,7.57,74.86,0,5.98,3.43
2011,11,13,3.16,10.73,58.76,0,5.35,3.46
2011,11,14,2.46,8.54,60.38,0,4.11,3.43
2011,11,15,3.32,6.82,59.26,0,4.4,3.4
2011,11,16,1.98,1.27,57.43,0,4.16,3.19
2011,11,17,3.42,0.95,63.92,0,5.55,3.44
2011,11,18,3.08,6.39,64.44,0,8.85,3.18
2011,11,19,2.47,6.64,78.21,0,8.05,3.04
2011,11,20,0.94,-1.69,76.42,0,4.42,2.94
2011,11,21,1.21,0.91,89.07,0.45,1.83,3
2011,11,22,0.76,4.37,88.26,3.8,3.2,2.88
2011,11,23,2.65,5.01,82.13,0,3.68,3.05
2011,11,24,3,9.24,79.51,0,7.27,3.09
2011,11,25,0.87,10.43,87.56,4.01,8.04,2.71
2011,11,26,1.09,6.2,72.06,7.86,8.99,2.89
2011,11,27,2.71,-0.72,67.6,0,6.2,3.14
2011,11,28,3.05,-1.09,72.42,0,2.36,3.06
2011,11,29,3.11,0.53,66.31,0,5.78,3.14
2011,11,30,2.71,1.9,52.32,0,4.68,3.03
2011,12,1,1.8,0.72,75.17,0,5.19,2.69
2011,12,2,1.68,-1.13,73.51,0.34,4,2.73
2011,12,3,0.27,3.7,95,32.86,4.38,2.6
2011,12,4,2.78,-2.54,78.24,0,3.92,2.9
2011,12,5,1.23,-4.46,74.22,0.08,6.13,2.8
2011,12,6,2.75,-6.29,66.85,0,4.04,2.82
2011,12,7,2.57,-4.11,76.32,0,3.7,2.8
2011,12,8,1.61,-2.59,90.63,0.12,2.71,2.6
2011,12,9,2.09,-4.06,82.12,0.02,2.68,2.8
2011,12,10,2.68,-2.47,85.08,0,4.01,2.68
2011,12,11,1.54,1.47,86.87,0.01,6.47,2.58
2011,12,12,0.87,2.33,86.63,0.07,4.24,2.46
2011,12,13,0.5,2.94,97.37,6.43,3.9,2.26
2011,12,14,0.85,8.88,96.54,16.61,5.69,2.27
2011,12,15,2.49,-0.77,72.51,0,5.54,2.78
2011,12,16,2.74,-1.87,78.24,0,2.34,2.76
2011,12,17,2.54,1.13,80.4,0,4,2.7
2011,12,18,1.84,3.55,80.15,0.01,5.18,2.57
2011,12,19,0.49,1.54,90.81,17.76,6.03,2.21
2011,12,20,0.5,-1.28,92.88,3.07,4.93,2.47
2011,12,21,2.73,-3.7,91.79,0.01,4.26,2.77
2011,12,22,1.06,-3.79,84.02,0.02,6.26,2.59
2011,12,23,2.8,-5.87,86.86,0,4.43,2.87
2011,12,24,2.6,-2.6,86.89,0,3.83,2.72
2011,12,25,2.81,0,76.27,0,3.5,2.81
2011,12,26,1.52,0.42,90.24,0.02,4.05,2.54
2011,12,27,2.8,0.52,75.42,0,5.83,2.81
2011,12,28,2.62,1.27,81.14,0,4.56,2.69
2011,12,29,2.25,2.99,88.95,0.06,5.4,2.66
2011,12,30,2.76,5.02,70.47,0.01,6.9,2.81
2011,12,31,2.66,5.53,71.21,0.95,9.32,2.7
2012,1,1,2.88,1.22,56.8,0,8.88,2.9
2012,1,2,2.85,-3.63,57.44,0,5.77,3.01
2012,1,3,2.63,0.05,67.24,0,6.06,2.79
2012,1,4,2.84,2.9,73.33,0,5.51,2.89
2012,1,5,2.82,5.12,80,0,5.13,2.83
2012,1,6,2.71,5.25,75.72,0,5.63,2.84
2012,1,7,2.07,1.15,76.79,0,2.91,2.99
2012,1,8,2,1.41,78.98,0,2.12,2.74
2012,1,9,2.79,1.3,79.52,0,3.64,2.93
2012,1,10,2.96,3.32,69.03,0,3.05,2.96
2012,1,11,1.4,-0.04,76.01,0.23,8.75,2.86
2012,1,12,1.07,-6.59,52.58,0.01,9.82,3.14
2012,1,13,3.03,-5.5,61.31,0,4.15,3.11
2012,1,14,2.74,-0.16,72.27,0,5.95,3.09
2012,1,15,2.9,2.79,75.33,0,6.98,3.1
2012,1,16,2.54,2.65,87.55,0.3,4.11,3.02
2012,1,17,3.15,-4.76,68.55,0.35,6.91,3.29
2012,1,18,2.71,-2.39,68.43,0,6.33,3.27
2012,1,19,3.06,-6.7,67.75,0,5.54,3.14
2012,1,20,1.39,-7.95,72.54,0,5.63,2.76
2012,1,21,1.95,-6.53,80.98,0,5.04,3.28
2012,1,22,1.94,1.98,96.01,0.59,7.75,2.9
2012,1,23,2.69,1.02,70.03,0.02,6.19,3.4
2012,1,24,1.87,0.81,79.02,0,3.81,3.27
2012,1,25,2.27,2.1,88.45,0,1.78,3.05
2012,1,26,3.38,2.08,78.16,0,5.16,3.48
2012,1,27,0.85,-0.05,77.49,0.11,4.2,3.17
2012,1,28,3.65,-0.09,57.78,0,5.92,3.66
2012,1,29,2.93,1.79,60.55,0,4.4,3.57
2012,1,30,3.17,6.11,75.2,0,6.83,3.54
2012,1,31,3.14,8.36,79.67,0,5.25,3.44
2012,2,1,3.43,5.62,77.62,0,2.65,3.65
2012,2,2,2.22,4.99,75.97,0,3.6,3.65
2012,2,3,0.61,3.38,92.28,31.81,8.18,3.05
2012,2,4,0.67,0.95,90.67,4.3,7.85,3.6
2012,2,5,3.81,-1.01,83.44,0.06,4.31,3.85
2012,2,6,3.9,1.5,75.1,0,2.96,3.9
2012,2,7,1.24,0.6,82.45,0.29,4.82,3.53
2012,2,8,1.81,-2.34,77.08,0,2.75,3.77
2012,2,9,1.31,-0.15,78.37,0,2.69,3.77
2012,2,10,4.04,-5.12,56.83,0,8.93,4.12
2012,2,11,4.21,-9.94,59.03,0,5.01,4.39
2012,2,12,3.93,-5.65,59.29,0.21,4.06,4.23
2012,2,13,0.66,-0.96,89.04,4.22,5.47,3.93
2012,2,14,3.85,0.11,85.33,0.02,3.6,4.12
2012,2,15,1.29,1.84,95.96,0.21,2.88,3.82
2012,2,16,4.34,1.56,71.2,0.01,3.49,4.35
2012,2,17,4.15,3.39,70.36,0,4.67,4.25
2012,2,18,4.3,-0.28,71.43,0,3.72,4.42
2012,2,19,4.46,1.39,70.4,0,3.1,4.53
2012,2,20,0.66,3.78,92.22,8.42,8.24,4.16
2012,2,21,3.3,3.68,70.66,0.04,6.45,4.61
2012,2,22,3.9,6.34,68.19,0.55,4.71,4.56
2012,2,23,2.83,5.96,75.46,0.22,8.18,4.61
2012,2,24,4.68,1.19,67.99,0.07,7.06,4.91
2012,2,25,4.9,1.18,67.05,0,5.66,4.9
2012,2,26,4.95,7.36,57.37,0,7.49,4.98
2012,2,27,4.71,0.63,64.28,0,4.44,4.99
2012,2,28,1.66,9.54,84.74,11.19,8.37,4.42
2012,2,29,4.66,5.34,63.37,0,9.32,5.13
2012,3,1,4.94,6.03,71.19,0,5.44,4.97
2012,3,2,3.56,3.32,68.87,1.23,6.86,5.01
2012,3,3,4.78,0.81,62.49,0,5.88,5.28
2012,3,4,4.59,4.99,62.83,0,6.71,5.2
2012,3,5,5.28,5.08,66.79,0,5.59,5.28
2012,3,6,4.33,13.72,69.05,0,10.96,5.19
2012,3,7,1.1,12.3,76.79,2.03,9.92,4.82
2012,3,8,4.65,3.28,57.84,0.72,5.43,5.54
2012,3,9,5.4,5.95,57.19,0,3.18,5.57
2012,3,10,5.62,8.45,62.75,0,5.61,5.68
2012,3,11,1.15,7.89,89.19,11.86,5.26,5.08
2012,3,12,4.92,13.24,69.64,0.14,4.98,5.54
2012,3,13,5.63,15.49,69.06,0,5.02,5.68
2012,3,14,5.23,18.7,78.42,0,7.19,5.49
2012,3,15,3.46,18.49,85.63,0,4.15,5.19
2012,3,16,3.38,19.55,81.54,0,6.03,5.44
2012,3,17,3.62,19.86,83.46,0,8.52,5.33
2012,3,18,3.04,19.6,84.31,0.01,9.09,5.42
2012,3,19,1.15,18.01,88.65,16.72,8.54,4.89
2012,3,20,1.4,12.25,89.87,7.43,4,5.73
2012,3,21,1.16,12.58,92.03,13.68,3.33,5.62
2012,3,22,4.4,11.95,83.43,7.33,3.76,5.86
2012,3,23,4.37,12.67,78.29,0.86,2.92,5.95
2012,3,24,6.19,15.43,65.61,0,3.49,6.19
2012,3,25,6.21,16.51,68.05,0.01,2.94,6.23
2012,3,26,5.56,18.14,70.8,0.06,6.19,6.22
2012,3,27,4.65,18.29,71.89,1.24,5.83,5.92
2012,3,28,5.52,17.64,67.85,3.91,4.31,6.08
2012,3,29,4.6,20.3,80.96,5.23,6.9,6.02
2012,3,30,5.37,17.66,70.93,0.01,3.01,6.41
2012,3,31,6.25,18.96,75.19,0,4.39,6.35
2012,4,1,6.4,21.82,77.32,0,6.28,6.51
2012,4,2,6.42,22.34,75.72,0,6.92,6.52
2012,4,3,3.31,16.32,80.12,1.66,4.55,6.14
2012,4,4,2.62,13.51,85.01,9.54,6.09,6.16
2012,4,5,4.38,11.95,74.71,0.91,4.9,6.52
2012,4,6,7,11.08,67.73,0,5.07,7
2012,4,7,3.6,12.38,70.23,8.18,5.36,6.36
2012,4,8,7.26,11.56,54.61,0,2.89,7.27
2012,4,9,6.48,12.94,56.82,0.5,2.77,6.89
2012,4,10,7.01,9.76,54.26,0.01,3.65,7.05
2012,4,11,7.06,8,56.13,0,3.85,7.13
2012,4,12,1.66,9.68,74.82,3.92,6.32,6.11
2012,4,13,4.96,16.54,78.49,5.34,5.66,6.73
2012,4,14,2.67,18.49,90.97,13.27,6.23,6.39
2012,4,15,5.7,18.59,64.96,2.6,11.94,7.12
2012,4,16,6.12,12.19,62.85,0.03,6.42,7.42
2012,4,17,6.87,14.41,65.38,0.05,4.55,7.39
2012,4,18,6.34,17.41,69.53,0.01,6.19,7.21
2012,4,19,4.04,15.8,73.84,0.09,8.01,6.98
2012,4,20,7.19,9.46,61.82,0,6.37,7.62
2012,4,21,6.91,11.89,59.06,0.01,4.18,7.42
2012,4,22,5.8,10.52,63.02,0.01,6.96,7.79
2012,4,23,7.72,11.93,63.48,0,2.97,7.73
2012,4,24,7.04,18.66,65.81,0,5.4,7.55
2012,4,25,7.27,22.02,64.07,0,5.08,7.46
2012,4,26,4.73,18.48,68.37,0,4.18,7.42
2012,4,27,2.47,15.44,77.21,6,10.06,6.86
2012,4,28,5.96,15.34,74.08,1.21,5.16,7.58
2012,4,29,1.4,12.79,88.73,14.07,3.65,7.19
2012,4,30,3.93,15.87,76.94,0.38,2.64,7.61
2012,5,1,5.82,21.43,81.57,3.36,6.64,7.21
2012,5,2,4.49,23.52,79.8,5.66,7.07,7.36
2012,5,3,5.17,23.91,81.3,2.56,5.14,7.3
2012,5,4,6.44,24.35,82.93,0.64,4.36,7.42
2012,5,5,7.29,24.31,80.88,0.13,5.2,7.52
2012,5,6,3.29,21.58,88.93,9.77,4.69,6.92
2012,5,7,7.19,16.4,61.41,1.37,6.76,7.86
2012,5,8,7.57,15.45,54.42,0,4.6,8.15
2012,5,9,8.17,14.44,61.59,0,3.22,8.3
2012,5,10,8.12,18.62,62.26,0,5.43,8.14
2012,5,11,5.17,19.48,68.41,2.17,3.2,7.9
2012,5,12,3.88,14.73,62.58,1.13,4.84,7.77
2012,5,13,6.64,17.44,59.84,0,2.17,7.94
2012,5,14,7.67,19.41,56.66,0,2.19,8.11
2012,5,15,8.03,21.34,55.69,0,4.01,8.17
2012,5,16,8.46,18.97,51.02,0,3.57,8.47
2012,5,17,7.95,21.71,58.64,0,6.08,8.25
2012,5,18,7.41,23.58,59.61,0.13,7.58,8.03
2012,5,19,6.52,23.85,59.87,0.41,9.31,7.89
2012,5,20,6.37,19.23,58.54,0.02,5.44,8.23
2012,5,21,8.6,17.52,52.14,0,2.88,8.62
2012,5,22,8.22,20.43,48.52,0,5.67,8.42
2012,5,23,7.6,24.1,53.62,0,9.65,8.07
2012,5,24,5.87,24.69,57.89,2.77,6.56,7.68
2012,5,25,3.85,23.39,70.64,0.15,6.07,7.35
2012,5,26,5.88,26.6,71.15,0.04,6.95,7.01
2012,5,27,6.95,26.24,59.86,0.01,8.91,8.06
2012,5,28,8.48,25.18,48.07,0,5.4,8.52
2012,5,29,8.49,21.55,47.64,0.05,3.86,8.5
2012,5,30,7.73,20.97,50.41,4.43,4.77,8.46
2012,5,31,4.73,15.58,68.61,9,7.04,8.47
2012,6,1,5.45,14.28,65.28,0.03,3.15,8.35
2012,6,2,8.51,20.32,56.41,0,4.58,8.54
2012,6,3,4.12,23.71,63.07,0.03,3.8,7.8
2012,6,4,8.43,25.98,58.69,0,4.79,8.44
2012,6,5,8.24,24.16,56.21,0,3.53,8.51
2012,6,6,7.85,23.92,52.96,0,3.95,8.31
2012,6,7,7.67,23.61,49.28,0,3.85,8.31
2012,6,8,8.36,24.13,49.22,0,4.08,8.42
2012,6,9,8.51,25.46,51.48,0,6.38,8.52
2012,6,10,6.01,26.54,64.24,16.7,7.48,7.86
2012,6,11,7.17,24.34,58.44,2.92,3.96,8.31
2012,6,12,8.43,22.51,46.91,0,2.87,8.52
2012,6,13,8.02,23.83,51.08,0,5.21,8.34
2012,6,14,7.9,25.85,67.29,11.68,5.79,8.13
2012,6,15,4.95,24.37,75.59,4.89,3.9,7.82
2012,6,16,5.5,24.83,75.76,4.8,3.85,7.99
2012,6,17,7.37,26.81,67.36,0,5.83,7.94
2012,6,18,8.23,29.51,55.92,0,9.69,8.3
2012,6,19,8.3,28.74,55.51,0,9.65,8.32
2012,6,20,5.99,27.4,63.16,19.8,8.77,8.01
2012,6,21,8.23,22.03,66.37,14.81,3.87,8.55
2012,6,22,8.72,23.41,56.21,0.01,2.92,8.73
2012,6,23,5.51,25.36,63.88,11.13,6.19,7.91
2012,6,24,8.21,30.19,56.05,1.1,4.6,8.22
2012,6,25,7.71,28.9,60.81,0.17,3.64,7.89
2012,6,26,7.98,28.02,50.24,0,5.98,7.98
2012,6,27,8.21,31.95,49.15,0,7.33,8.21
2012,6,28,8.09,32.2,42.52,0,5.37,8.25
2012,6,29,7.92,31.46,42.72,0,5.39,8.13
2012,6,30,7.07,30.97,47.92,6.33,4.27,7.68
2012,7,1,6.64,30.13,50.57,0.12,4.26,7.76
2012,7,2,7.65,30.46,51.27,0,4.84,7.95
2012,7,3,7.38,31.29,48.23,0,5.06,7.72
2012,7,4,8.08,31.66,40.88,0,5.91,8.15
2012,7,5,7.89,31.89,39.68,0,4.58,8.22
2012,7,6,7.97,32.76,39.05,0,4.33,8.05
2012,7,7,7.73,33.04,38.5,0.1,2.45,8.04
2012,7,8,3.98,27.84,67.53,7.78,3.69,7.5
2012,7,9,3.87,27.23,52.39,0.08,4.24,7.72
2012,7,10,7.88,26.62,48.68,0.04,3.67,8.11
2012,7,11,7.61,27.43,47.33,0,1.91,7.94
2012,7,12,6.41,29.4,45.34,2.47,2.9,7.74
2012,7,13,4.81,27.85,52.31,3.94,3.23,7.58
2012,7,14,7.86,28.98,48.75,0.01,2.14,7.93
